time,zone1,zone2,zone3,zone4
24-05-12 15:23.02,382,361,610,348
24-05-12 15:23.18,381,377,574,394
24-05-12 15:23.50,301,690,377,561
24-05-12 15:24.05,277,771,352,550
24-05-12 15:24.37,277,633,431,457
24-05-12 15:24.53,377,382,583,342
24-05-12 15:25.08,348,381,603,397
24-05-12 15:25.24,386,371,611,368
24-05-12 15:25.39,370,369,609,360
24-05-12 15:25.55,339,378,610,418
24-05-12 15:26.10,361,381,577,384
24-05-12 15:26.26,472,458,549,455
24-05-12 15:26.41,293,540,513,567
24-05-12 15:26.57,289,745,362,553
24-05-12 15:27.12,346,413,575,362
24-05-12 15:27.28,299,533,524,558
24-05-12 15:27.43,277,699,365,529
24-05-12 15:27.59,386,369,609,360
24-05-12 15:28.14,341,692,375,560
24-05-12 15:28.30,277,698,390,500
24-05-12 15:28.45,348,360,614,354
24-05-12 15:29.01,315,392,568,418
24-05-12 15:29.16,315,455,559,424
24-05-12 15:29.32,309,457,545,425
24-05-12 15:29.47,299,535,489,454
24-05-12 15:30.03,415,381,610,418
24-05-12 15:30.18,293,557,483,447
24-05-12 15:30.34,277,737,364,525
24-05-12 15:30.49,436,541,479,448
24-05-12 15:31.05,317,380,605,398
24-05-12 15:31.20,277,746,422,472
24-05-12 15:31.36,290,662,382,556
24-05-12 15:31.51,455,541,474,448
24-05-12 15:32.07,443,458,541,424
24-05-12 15:32.22,412,368,607,359
24-05-12 15:32.38,293,561,457,428
24-05-12 15:32.53,283,749,352,556
24-05-12 15:33.09,330,380,608,400
24-05-12 15:33.24,277,717,352,551
24-05-12 15:33.56,309,522,558,373
24-05-12 15:34.12,293,690,378,563
24-05-12 15:34.27,363,385,582,353
24-05-12 15:34.43,286,705,362,552
24-05-12 15:34.58,466,457,551,448
24-05-12 15:35.14,381,368,510,354
24-05-12 15:35.29,392,397,510,354
24-05-12 15:35.45,277,706,352,528
24-05-12 15:36.00,368,464,550,444
24-05-12 15:36.16,398,383,583,353
24-05-12 15:36.31,288,718,361,562
24-05-12 15:36.47,339,384,582,353
24-05-12 15:37.02,299,574,431,451
24-05-12 15:37.18,277,618,468,515
24-05-12 15:37.33,299,533,515,451
24-05-12 15:37.49,457,457,551,445
24-05-12 15:38.04,359,457,561,441
24-05-12 15:38.20,360,385,583,352
24-05-12 15:38.35,277,750,358,539
24-05-12 15:38.51,410,459,556,442
24-05-12 15:39.06,392,370,617,363
24-05-12 15:39.22,352,418,594,356
24-05-12 15:39.37,277,765,353,545
24-05-12 15:39.53,309,460,571,440
24-05-12 15:40.25,339,418,544,356
24-05-12 15:40.40,309,491,569,376
24-05-12 15:41.12,273,682,362,558
24-05-12 15:41.28,394,385,541,353
24-05-12 15:41.43,348,381,609,390
24-05-12 15:41.59,277,743,382,501
24-05-12 15:42.14,357,380,611,398
24-05-12 15:42.30,283,735,352,553
24-05-12 15:42.45,348,369,611,359
24-05-12 15:43.01,277,716,421,479
24-05-12 15:43.16,299,537,487,458
24-05-12 15:43.32,277,719,421,467
24-05-12 15:44.04,285,681,355,562
24-05-12 15:44.19,385,417,543,362
24-05-12 15:44.35,400,381,594,417
24-05-12 15:44.50,277,707,353,544
24-05-12 15:45.06,309,456,559,451
24-05-12 15:45.21,277,736,427,467
24-05-12 15:45.37,364,371,613,364
24-05-12 15:45.52,305,464,534,450
24-05-12 15:46.08,277,700,360,533
24-05-12 15:46.23,309,502,514,367
24-05-12 15:46.39,414,370,614,364
24-05-12 15:46.54,417,460,507,425
24-05-12 15:47.10,419,539,490,513
24-05-12 15:47.25,277,725,374,522
24-05-12 15:47.41,309,490,517,367
24-05-12 15:47.56,277,718,423,465
24-05-12 15:48.12,277,663,431,453
24-05-12 15:48.27,309,519,561,371
24-05-12 15:48.43,367,417,591,361
24-05-12 15:48.58,357,383,580,346
24-05-12 15:49.14,366,362,612,348
24-05-12 15:49.29,309,498,561,373
24-05-12 15:49.45,277,641,434,455
24-05-12 15:50.00,415,380,609,417
24-05-12 15:50.16,424,548,492,452
24-05-12 15:50.31,283,756,352,551
24-05-12 15:50.47,277,695,369,527
24-05-12 15:51.02,361,383,582,345
24-05-12 15:51.18,309,454,596,429
24-05-12 15:51.33,439,544,469,466
24-05-12 15:51.49,285,695,360,554
24-05-12 15:52.04,283,727,351,551
24-05-12 15:52.20,283,707,353,540
24-05-12 15:52.35,277,729,364,533
24-05-12 15:52.51,277,686,425,469
24-05-12 15:53.06,315,384,584,417
24-05-12 15:53.22,293,539,486,559
24-05-12 15:53.54,309,498,558,372
24-05-12 15:54.09,362,382,578,353
24-05-12 15:54.25,351,361,610,354
24-05-12 15:54.40,460,458,542,426
24-05-12 15:54.56,285,702,355,563
24-05-12 15:55.11,277,735,424,470
24-05-12 15:55.27,366,381,540,352
24-05-12 15:55.42,421,457,555,425
24-05-12 15:55.58,478,458,533,435
24-05-12 15:56.13,366,458,558,442
24-05-12 15:56.29,277,734,352,545
24-05-12 15:56.44,377,381,583,351
24-05-12 15:57.16,409,396,628,351
24-05-12 15:57.32,318,460,551,425
24-05-12 15:57.47,277,721,381,508
24-05-12 15:58.03,299,543,503,565
24-05-12 15:58.35,388,418,590,360
24-05-12 15:58.50,367,459,544,424
24-05-12 15:59.06,277,763,353,539
24-05-12 15:59.21,293,558,484,442
24-05-12 15:59.37,376,372,612,363
24-05-12 15:59.52,446,540,481,560
24-05-12 16:00.08,277,705,352,548
24-05-12 16:00.23,315,383,593,416
24-05-12 16:00.39,298,693,378,559
24-05-12 16:00.54,277,753,371,505
24-05-12 16:01.10,333,383,570,348
24-05-12 16:01.25,293,545,461,559
24-05-12 16:01.41,277,724,353,546
24-05-12 16:01.56,277,654,427,464
24-05-12 16:02.12,391,363,611,347
24-05-12 16:02.27,368,459,550,455
24-05-12 16:02.43,286,739,361,557
24-05-12 16:02.58,277,655,440,450
24-05-12 16:03.14,452,458,549,423
24-05-12 16:03.29,277,704,363,534
24-05-12 16:03.45,343,418,591,361
24-05-12 16:04.00,420,457,557,450
24-05-12 16:04.16,277,720,363,529
24-05-12 16:04.31,371,362,611,353
24-05-12 16:04.47,403,551,466,562
24-05-12 16:05.02,471,458,549,424
24-05-12 16:05.18,293,562,484,445
24-05-12 16:05.33,387,548,473,564
24-05-12 16:05.49,392,363,611,348
24-05-12 16:06.04,277,731,358,542
24-05-12 16:06.20,371,375,580,346
24-05-12 16:06.35,317,461,548,449
24-05-12 16:06.51,277,731,353,539
24-05-12 16:07.06,358,362,571,354
24-05-12 16:07.22,298,706,376,571
24-05-12 16:07.37,277,636,424,456
24-05-12 16:07.53,303,462,538,450
24-05-12 16:08.08,283,716,352,546
24-05-12 16:08.24,277,737,370,522
24-05-12 16:08.39,342,384,580,359
24-05-12 16:09.11,277,735,369,519
24-05-12 16:09.27,309,493,557,374
24-05-12 16:10.15,407,550,449,445
24-05-12 16:10.31,308,460,509,424
24-05-12 16:10.46,456,456,541,451
24-05-12 16:11.02,386,366,614,358
24-05-12 16:11.17,309,460,534,447
24-05-12 16:11.49,310,459,546,425
24-05-12 16:12.05,377,381,601,405
24-05-12 16:12.20,378,382,573,353
24-05-12 16:12.36,389,417,593,363
24-05-12 16:12.51,373,363,606,353
24-05-12 16:13.07,353,361,608,353
24-05-12 16:13.22,398,382,585,347
24-05-12 16:13.38,277,647,425,457
24-05-12 16:13.53,277,727,352,549
24-05-12 16:14.09,308,462,534,452
24-05-12 16:14.24,396,382,585,355
24-05-12 16:14.40,309,511,563,375
24-05-12 16:14.55,277,634,422,468
24-05-12 16:15.11,277,729,362,538
24-05-12 16:15.26,277,700,363,531
24-05-12 16:15.42,277,693,368,528
24-05-12 16:15.57,349,419,590,363
24-05-12 16:16.29,277,680,363,530
24-05-12 16:16.45,380,366,608,357
24-05-12 16:17.00,330,461,553,450
24-05-12 16:17.16,277,685,351,546
24-05-12 16:17.31,366,383,583,354
24-05-12 16:17.47,329,459,555,425
24-05-12 16:18.02,277,738,357,546
24-05-12 16:18.18,370,365,568,347
24-05-12 16:18.33,298,569,436,456
24-05-12 16:18.49,277,752,361,533
24-05-12 16:19.04,277,709,421,472
24-05-12 16:19.36,309,502,562,375
24-05-12 16:19.52,277,715,363,539
24-05-12 16:20.07,283,748,352,548
24-05-12 16:20.23,440,460,549,453
24-05-12 16:20.38,282,622,422,469
24-05-12 16:20.54,299,706,376,554
24-05-12 16:21.09,309,386,576,384
24-05-12 16:21.25,309,457,508,374
24-05-12 16:21.40,360,552,474,456
24-05-12 16:21.56,383,369,516,348
24-05-12 16:22.11,277,679,371,525
24-05-12 16:22.27,369,546,478,447
24-05-12 16:22.42,435,369,512,354
24-05-12 16:22.58,284,744,357,562
24-05-12 16:23.13,350,383,576,352
24-05-12 16:23.29,277,721,359,527
24-05-12 16:23.44,432,462,553,422
24-05-12 16:24.00,396,368,615,358
24-05-12 16:24.15,277,661,423,469
24-05-12 16:24.31,283,728,359,550
24-05-12 16:24.46,347,459,554,438
24-05-12 16:25.02,309,459,540,378
24-05-12 16:25.17,349,418,591,363
24-05-12 16:25.33,304,709,377,487
24-05-12 16:25.48,358,369,616,363
24-05-12 16:26.04,277,607,440,437
24-05-12 16:26.19,277,733,363,530
24-05-12 16:26.35,277,712,352,540
24-05-12 16:26.50,277,659,421,461
24-05-12 16:27.06,336,383,582,352
24-05-12 16:27.21,349,365,603,353
24-05-12 16:27.37,352,366,614,354
24-05-12 16:27.52,293,539,486,435
24-05-12 16:28.08,277,615,425,459
24-05-12 16:28.23,277,661,424,466
24-05-12 16:28.39,277,713,355,536
24-05-12 16:28.54,285,702,358,558
24-05-12 16:29.10,342,367,614,348
24-05-12 16:29.25,396,545,474,447
24-05-12 16:29.41,309,502,556,374
24-05-12 16:29.56,283,757,357,538
24-05-12 16:30.12,313,586,423,456
24-05-12 16:30.27,341,461,546,425
24-05-12 16:30.43,309,421,488,398
24-05-12 16:30.58,454,463,528,452
24-05-12 16:31.14,298,598,422,407
24-05-12 16:31.29,277,697,359,525
24-05-12 16:31.45,277,674,426,468
24-05-12 16:32.00,293,566,479,443
24-05-12 16:32.16,293,573,472,451
24-05-12 16:32.31,277,686,421,474
24-05-12 16:32.47,309,509,560,372
24-05-12 16:33.02,392,363,611,347
24-05-12 16:33.18,378,365,605,354
24-05-12 16:33.33,374,417,593,362
24-05-12 16:33.49,400,369,611,364
24-05-12 16:34.04,299,463,529,440
24-05-12 16:34.36,301,463,532,425
24-05-12 16:34.52,350,419,586,362
24-05-12 16:35.07,466,460,545,450
24-05-12 16:35.23,277,727,363,531
24-05-12 16:35.38,384,464,547,425
24-05-12 16:35.54,293,559,431,460
24-05-12 16:36.09,285,720,362,563
24-05-12 16:36.25,348,389,598,394
24-05-12 16:36.57,386,460,547,456
24-05-12 16:37.12,309,484,560,373
24-05-12 16:37.28,285,734,363,554
24-05-12 16:37.43,348,370,616,363
24-05-12 16:37.59,284,705,362,559
24-05-12 16:38.14,367,371,615,364
24-05-12 16:38.30,277,738,363,536
24-05-12 16:38.45,404,369,617,364
24-05-12 16:39.01,283,719,352,548
24-05-12 16:39.16,409,380,611,417
24-05-12 16:39.32,282,726,358,541
24-05-12 16:39.47,296,716,371,563
24-05-12 16:40.03,277,711,357,537
24-05-12 16:40.18,266,728,351,553
24-05-12 16:40.34,463,541,488,560
24-05-12 16:40.49,406,371,568,363
24-05-12 16:41.05,282,628,421,470
24-05-12 16:41.20,290,701,378,556
24-05-12 16:41.36,403,371,617,363
24-05-12 16:42.08,310,452,584,423
24-05-12 16:42.23,277,732,367,529
24-05-12 16:42.39,379,370,610,364
24-05-12 16:42.54,277,618,443,437
24-05-12 16:43.10,283,670,361,555
24-05-12 16:43.42,309,502,563,371
24-05-12 16:44.14,310,465,512,448
24-05-12 16:44.30,347,424,586,362
24-05-12 16:44.45,277,678,374,522
24-05-12 16:45.01,293,540,470,463
24-05-12 16:45.16,354,369,606,364
24-05-12 16:45.32,315,383,582,402
24-05-12 16:45.47,293,541,477,552
24-05-12 16:46.03,300,557,463,555
24-05-12 16:46.18,417,541,484,464
24-05-12 16:46.34,348,553,467,465
24-05-12 16:46.49,277,705,359,538
24-05-12 16:47.05,353,414,582,360
24-05-12 16:47.20,361,363,602,353
24-05-12 16:47.36,423,457,546,424
24-05-12 16:47.51,277,727,363,532
24-05-12 16:48.23,437,552,460,461
24-05-12 16:48.39,285,659,376,564
24-05-12 16:48.54,277,706,418,471
24-05-12 16:49.10,310,500,558,365
24-05-12 16:49.25,378,364,609,352
24-05-12 16:49.41,404,378,610,398
24-05-12 16:49.56,360,381,599,394
24-05-12 16:50.12,309,454,575,458
24-05-12 16:50.27,390,363,606,348
24-05-12 16:50.43,309,474,623,355
24-05-12 16:50.58,309,492,552,373
24-05-12 16:51.14,277,692,362,533
24-05-12 16:51.29,292,676,377,563
24-05-12 16:51.45,309,454,529,431
24-05-12 16:52.00,365,370,611,364
24-05-12 16:52.32,277,725,359,535
24-05-12 16:52.48,319,462,539,424
24-05-12 16:53.03,376,369,609,358
24-05-12 16:53.19,277,707,359,527
24-05-12 16:53.34,467,539,489,462
24-05-12 16:53.50,319,383,580,372
24-05-12 16:54.05,277,643,421,473
24-05-12 16:54.21,285,729,357,558
24-05-12 16:54.36,404,544,467,442
24-05-12 16:54.52,459,538,492,445
24-05-12 16:55.07,318,461,543,442
24-05-12 16:55.23,358,384,583,346
24-05-12 16:55.38,277,741,355,536
24-05-12 16:55.54,277,715,352,540
24-05-12 16:56.09,277,697,358,533
24-05-12 16:56.25,277,713,352,555
24-05-12 16:56.40,285,727,355,558
24-05-12 16:56.56,277,703,358,531
24-05-12 16:57.11,277,766,352,545
24-05-12 16:57.27,331,543,477,460
24-05-12 16:57.42,356,379,568,418
24-05-12 16:57.58,381,361,613,346
24-05-12 16:58.13,357,369,506,359
24-05-12 16:58.29,335,364,615,353
24-05-12 16:58.44,460,459,542,438
24-05-12 16:59.00,386,541,481,449
24-05-12 16:59.15,277,687,371,521
24-05-12 16:59.31,342,399,509,360
24-05-12 16:59.46,403,380,609,401
24-05-12 17:00.02,298,717,380,553
24-05-12 17:00.17,287,637,371,571
24-05-12 17:00.33,356,362,525,348
24-05-12 17:01.05,383,379,570,347
24-05-12 17:01.20,461,458,546,446
24-05-12 17:01.36,277,690,365,522
24-05-12 17:01.51,317,461,544,436
24-05-12 17:02.07,277,692,425,456
24-05-12 17:02.22,294,701,377,551
24-05-12 17:02.38,331,402,510,358
24-05-12 17:02.53,277,699,352,548
24-05-12 17:03.09,407,465,505,446
24-05-12 17:03.24,411,372,590,363
24-05-12 17:03.40,375,379,597,385
24-05-12 17:03.55,309,460,534,442
24-05-12 17:04.11,361,458,522,381
24-05-12 17:04.43,277,758,358,537
24-05-12 17:04.58,277,694,354,535
24-05-12 17:05.14,277,741,363,519
24-05-12 17:05.29,380,397,507,352
24-05-12 17:05.45,450,462,523,377
24-05-12 17:06.00,302,572,433,446
24-05-12 17:06.16,283,656,374,486
24-05-12 17:06.31,283,654,375,559
24-05-12 17:06.47,401,541,471,443
24-05-12 17:07.19,380,457,546,378
24-05-12 17:07.34,354,414,547,358
24-05-12 17:07.50,277,710,360,524
24-05-12 17:08.05,405,538,478,463
24-05-12 17:08.21,403,366,569,360
24-05-12 17:08.36,277,659,423,450
24-05-12 17:08.52,277,744,345,501
24-05-12 17:09.07,299,468,461,436
24-05-12 17:09.23,357,374,543,338
24-05-12 17:09.38,399,536,476,444
24-05-12 17:09.54,293,527,420,447
24-05-12 17:10.09,293,533,472,444
24-05-12 17:10.25,309,478,515,360
24-05-12 17:10.40,301,451,483,376
24-05-12 17:10.56,277,615,404,463
24-05-12 17:11.11,468,528,483,380
24-05-12 17:11.27,293,522,414,451
24-05-12 17:11.42,392,533,462,394
24-05-12 17:11.58,283,594,403,471
24-05-12 17:12.13,293,531,485,381
24-05-12 17:12.29,386,361,548,335
24-05-12 17:12.44,277,715,338,525
24-05-12 17:13.00,346,361,548,333
24-05-12 17:13.15,427,527,478,391
